customer_id,recency,frequency,monetary_total,monetary_avg,avg_basket_size,purchase_frequency_trend,variance_purchase_intervals,seasonal_concentration,return_rate,discount_sensitivity,historical_clv,affinity_85123A,affinity_22423,affinity_85099B,affinity_20725,affinity_21212,affinity_84879,affinity_21232,affinity_47566,affinity_22197,affinity_22383,engagement_score,target_churn,target_clv,target_next_category,kmeans_cluster,persona,hierarchical_cluster,dbscan_cluster
14748.0,32,15,1424.78,94.98533333333332,93.06666666666666,0.0,1767.3406593406596,0.2,0.236323849910701,0.0,1424.78,0.004297994238553,0.0,0.0071633237309217,0.0,0.0171919769542122,0.0,0.0,0.0028653294923687,0.0085959884771061,0.0,0.4369705664368147,0,296.98,22554,2,Active Loyal Customers,0,0
14871.0,87,8,1062.19,132.77375,47.0,0.0,1525.6190476190477,0.375,0.0,0.0,1062.19,0.0132978719867587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3974923710947336,0,165.98000000000002,71477,2,Active Loyal Customers,0,0
13394.0,24,19,5463.93,287.5752631578948,231.42105263157896,0.0,554.8235294117648,0.2631578947368421,0.0045279601436994,0.0,5463.93,0.0,0.0,0.0,0.0,0.0218330679512552,0.0,0.0027291334939069,0.0,0.0,0.0,0.4472850179114,0,562.13,22333,2,Active Loyal Customers,0,0
12615.0,77,8,3732.33,466.54125,288.75,1.0,7290.333333333333,0.375,0.0094339622236965,0.0,3732.33,0.0,0.0,0.0259740258615843,0.0086580086205281,0.0103896103446337,0.0069264068964224,0.0,0.0,0.0,0.0,0.405235544218137,0,1656.45,22350,2,Active Loyal Customers,0,0
15299.0,32,13,3188.69,245.28384615384616,228.15384615384616,-1.0,4877.113636363636,0.4615384615384615,0.0033602150424723,0.6923076923076923,3188.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4364978760031683,0,1472.0,22113,2,Active Loyal Customers,0,0
16393.0,3,22,3937.56,178.98,109.04545454545456,2.0,702.2142857142856,0.3636363636363636,0.008677685914555,0.0,3937.56,0.0,0.0,0.0170904542847417,0.018757815678375,0.0,0.0,0.001250521045225,0.0,0.0004168403484083,0.0166736139363334,0.4616314369648595,0,1149.89,22659,2,Active Loyal Customers,0,0
14040.0,3,40,11322.49,283.06225,115.35,2.0,239.93657219973005,0.15,0.0107204116408224,0.0,11322.49,0.0368443865694746,0.0123537060850591,0.0390117034265026,0.0273081923985518,0.0,0.0242739487987127,0.0121369743993563,0.0,0.0305591676840937,0.0,0.4794820287860806,0,825.86,21524,2,Active Loyal Customers,0,0
15796.0,18,19,3724.03,196.00157894736844,71.63157894736842,-3.0,1271.9084967320264,0.3684210526315789,0.0144822591275723,0.1578947368421052,3724.03,0.055841292756493,0.0073475385205911,0.0022042615561773,0.0073475385205911,0.0,0.0,0.0,0.0,0.0,0.0,0.449977411766523,0,1135.84,21169,2,Active Loyal Customers,0,0
12913.0,191,11,4666.0,424.1818181818182,182.9090909090909,0.0,2271.733333333333,0.5454545454545454,0.0,0.0,4666.0,0.0,0.0014910536705216,0.0,0.0,0.0,0.0079522862427818,0.0,0.0,0.0,0.0,0.3375578136256427,0,1617.24,22150,0,Seasonal Gift Shoppers,0,0
15091.0,380,4,526.4,131.6,56.5,0.0,10796.333333333334,0.25,0.0216450207080077,0.0,526.4,0.1415929140888091,0.0,0.0,0.0,0.0,0.0,0.0530973427833034,0.0,0.0,0.0,0.2130279262798569,0,473.21,23177,0,Seasonal Gift Shoppers,0,0
15061.0,36,126,105694.6,838.8460317460317,501.3730158730159,-4.0,54.2384516129032,0.3095238095238095,0.0108043781202254,0.0,105694.6,0.0,0.0294746173160251,0.0007914773715366,0.0,0.0273534579603068,0.0616719167901363,0.0,0.0,0.0,0.0,0.5789057242730926,0,17840.34,21500,2,Active Loyal Customers,3,-1
14292.0,54,20,6297.2300000000005,314.86150000000004,124.55,-1.0,1083.3976608187136,0.25,0.0196772923271259,0.0,6297.2300000000005,-0.0008028904022364,0.0321156160894595,0.0080289040223648,0.0,0.0289040544805136,0.0,0.0,0.0,0.0,0.0,0.4299768510929524,0,2252.32,22423,2,Active Loyal Customers,0,0
14341.0,39,18,3376.86,187.60333333333332,117.72222222222224,0.0,1795.6176470588232,0.2777777777777778,0.0014137605965421,0.0,3376.86,0.0,0.0004719207150923,0.0424728643583158,0.0235960357546199,0.0226521943244351,0.0,0.0113260971622175,0.0,0.0,0.0047192071509239,0.4360396004630782,0,1027.46,23571,2,Active Loyal Customers,0,0
17804.0,285,4,373.58,93.395,48.0,0.0,11460.333333333334,0.75,0.0051813468817954,0.0,373.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156249991861979,0.0,0.2716712086334895,1,0.0,NONE,0,Seasonal Gift Shoppers,2,0
14156.0,2,183,260504.09,1423.5196174863388,826.672131147541,17.0,25.70323599052882,0.2131147540983606,0.0130221755375547,0.0,260504.09,0.0024986614312108,0.0031266318967268,0.0024523899232254,0.008130564974575,0.0280801951317032,0.0006874624043543,0.0023664571226812,0.002445779707799,0.0111844845016106,0.0012691613618848,0.7332746812695454,0,18185.17,21787,3,Wholesale / VIP Buyers,3,-1
13599.0,59,36,6306.58,175.18277777777777,113.61111111111111,-3.0,517.1294117647059,0.3611111111111111,0.0461753730266432,0.0,6306.58,0.0,0.0,0.0391198043053305,0.0146699266144989,0.0,0.0156479217221322,0.0,0.0,0.0,0.0024449877690831,0.4389212013307688,0,2749.88,22992,2,Active Loyal Customers,0,0
13768.0,472,8,640.1700000000001,80.02125000000001,42.625,0.0,2522.285714285714,0.625,0.0448179259154642,0.0,640.1700000000001,0.0,0.0,0.0,0.0,0.0703812296075885,0.0,0.0,0.0,0.0,0.0,0.1592240505525938,1,0.0,NONE,0,Seasonal Gift Shoppers,0,0
17641.0,647,1,-13.9,-13.9,-2.0,0.0,0.0,1.0,-1.000010000100001,0.0,-13.9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0453869132020987,1,0.0,NONE,0,Seasonal Gift Shoppers,2,2
17063.0,67,18,2735.16,151.95333333333332,78.22222222222223,3.0,1726.345588235294,0.2222222222222222,0.0105411102562114,0.0,2735.16,0.0,0.0,0.0355113633841522,0.0142045453536609,0.0,0.0,0.0,0.0,0.0,0.0184659089597591,0.418353839362134,0,780.07,22720,2,Active Loyal Customers,0,0
13545.0,299,3,310.35,103.45,79.33333333333333,0.0,800.0,0.6666666666666666,0.0285714274052478,0.0,310.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2622270365715196,1,0.0,NONE,0,Seasonal Gift Shoppers,2,0
16955.0,93,9,1023.81,113.75666666666666,74.33333333333333,-1.0,5179.267857142857,0.5555555555555556,0.0387931028909036,0.0,1023.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.394512388210277,1,0.0,NONE,2,Active Loyal Customers,0,0
15719.0,8,37,9073.67,245.23432432432432,129.32432432432432,1.0,100.49206349206348,0.1621621621621621,0.0027094622703012,0.0,9073.67,0.0242424241917608,0.0,0.0374085683648723,0.0062695924633864,0.0242424241917608,0.0200626958828365,0.0045977011398167,0.0077324973715099,0.0,0.0048066875552629,0.4728206833969001,0,968.1,22383,2,Active Loyal Customers,0,0
12490.0,2,18,7948.3,441.5722222222223,269.1111111111111,3.0,902.1397058823528,0.1666666666666666,0.0008250825065489,0.0,7948.3,0.0,0.0,0.0350949627681772,0.0123864574475919,0.0198183319161471,0.0,0.0,0.0,0.0074318744685551,0.0,0.4615865782433667,0,1865.34,22632,2,Active Loyal Customers,0,0
15793.0,177,6,1740.6,290.1,220.66666666666663,-1.0,1898.3,0.3333333333333333,0.0,0.0,1740.6,0.0770392743426036,0.0,0.0075528700335885,0.0,0.0,0.2719033212091894,0.0,0.0,0.0,0.0,0.3407437457263041,0,625.6700000000001,85123A,0,Seasonal Gift Shoppers,0,0
17056.0,647,1,128.60000000000002,128.60000000000002,26.0,0.0,0.0,1.0,0.0,0.0,128.60000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454702095846355,1,0.0,NONE,0,Seasonal Gift Shoppers,2,2
13526.0,647,4,703.1999999999999,175.79999999999998,345.75,0.0,0.0,1.0,0.1602914380067308,0.0,703.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0480617230216768,1,0.0,NONE,0,Seasonal Gift Shoppers,2,0
14654.0,647,1,246.86,246.86,273.0,0.0,0.0,1.0,0.0,0.0,246.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0455393368141008,1,0.0,NONE,0,Seasonal Gift Shoppers,2,2
17998.0,289,4,564.24,141.06,125.25,0.0,42483.0,1.0,0.056497174077266,0.0,564.24,0.0,0.0,0.0039920158883829,0.0,0.0,0.0,0.0,0.0019960079441914,0.0,0.0,0.2693097042223122,1,0.0,NONE,0,Seasonal Gift Shoppers,2,0
17742.0,22,11,2098.48,190.7709090909091,59.36363636363637,1.0,3595.333333333334,0.1818181818181818,0.0,0.0,2098.48,0.0826952514135489,0.0,0.0,0.0,0.0,0.0980091868605025,0.0,0.0,0.0,0.0,0.4405392297512208,1,0.0,NONE,2,Active Loyal Customers,0,0
15326.0,242,10,1359.12,135.912,128.9,0.0,6887.027777777778,0.3,0.0234848483069329,0.0,1359.12,0.0,0.0,0.0,0.0,0.0,0.0186190844172297,0.0,0.0,0.0,0.0,0.303342804862462,1,0.0,NONE,2,Active Loyal Customers,0,0
14478.0,291,4,1276.66,319.165,306.5,0.0,5124.333333333333,0.5,0.0,0.0,1276.66,0.0244698203550585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2684896633479491,1,0.0,NONE,0,Seasonal Gift Shoppers,0,0
15005.0,4,67,11313.96,168.86507462686566,108.38805970149254,-1.0,65.3074592074592,0.1940298507462686,0.0131811387237652,0.0,11313.96,0.0136326080781704,0.0006885155595035,0.0006885155595035,0.0048196089165249,0.0015147342309078,0.0,0.0192784356660996,0.0017901404547092,0.0112916551758583,0.005232718252227,0.4991595560526744,0,1757.26,22327,2,Active Loyal Customers,0,0
15967.0,227,12,2685.42,223.785,85.83333333333333,0.0,847.0181818181818,0.3333333333333333,0.0038684719161656,0.0,2685.42,0.0213592230935997,0.0,0.0,0.0029126213309454,0.0,0.0116504853237816,0.0,0.0,0.0,0.0009708737769818,0.3148954045249244,0,235.78,21484,2,Active Loyal Customers,0,0
17611.0,26,27,6781.36,251.16148148148147,167.11111111111111,3.0,385.4461538461538,0.1111111111111111,0.0152771715074701,0.0,6781.36,0.0019946808466429,0.0,0.0002216312051825,0.0,0.0011081560259127,0.0,0.0,0.0,0.0004432624103651,0.0088652482073021,0.4528336646163997,0,1222.97,21977,2,Active Loyal Customers,0,0
15051.0,59,8,2891.29,361.41125,296.125,1.0,5600.619047619049,0.25,0.0050398991808488,0.0,2891.29,0.0050654284294409,0.0,0.0,0.0,0.0,0.0101308568588819,0.0,0.0,0.0004221190357867,0.0,0.4158722102632162,0,1005.62,23382,2,Active Loyal Customers,0,0
13097.0,31,37,10974.61,296.6110810810811,128.7027027027027,3.0,351.418253968254,0.1621621621621621,0.0087427143864639,0.0,10974.61,0.0,0.0062998739892904,0.0,0.0,0.0,0.0,0.0048299033917893,0.01322973537751,0.0,0.0,0.459712377016675,0,1294.51,22776,2,Active Loyal Customers,0,0
13590.0,50,19,5367.9,282.5210526315789,226.47368421052636,0.0,899.3235294117648,0.4210526315789473,0.0023185717544201,0.0,5367.9,0.0039507320382274,0.0004647920044973,0.0060422960584654,0.0041831280404761,0.0216128282091265,0.0,0.0209156402023805,0.0009295840089946,0.0,0.0,0.4311546966034557,0,865.54,22991,2,Active Loyal Customers,0,0
14030.0,30,20,6587.06,329.35299999999995,174.45,-1.0,1904.9415204678369,0.5,0.0152413208714611,0.0,6587.06,0.0100315276296029,0.0020063055259205,0.0,0.0,0.0,0.0045858412021042,0.0034393809015781,0.0,0.0014330753756575,0.0,0.444983979456981,0,701.34,22534,2,Active Loyal Customers,0,0
15984.0,9,28,7284.9,260.175,172.78571428571428,1.0,696.0626780626782,0.3214285714285714,0.0020627062663723,0.0,7284.9,0.0124018189078093,0.0,0.0,0.0008267879271872,0.0006200909453904,0.0066143034174983,0.0,0.0004133939635936,0.0,0.0,0.4643899277686167,0,931.72,22294,2,Active Loyal Customers,0,0
17091.0,7,21,6292.79,299.65666666666664,155.42857142857142,-1.0,763.9368421052632,0.2857142857142857,0.0018348623797099,0.0,6292.79,0.0,0.0006127450961619,0.0245098038464773,0.0214460783656676,0.0,0.0,0.0036764705769715,0.0039828431250525,0.0,0.0214460783656676,0.4597833220013325,0,1135.76,21914,2,Active Loyal Customers,0,0
16887.0,309,2,465.84,232.92,133.5,0.0,0.0,1.0,0.0,0.0,465.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037453182117858,0.2553836662756948,0,192.33,22795,0,Seasonal Gift Shoppers,2,0
12921.0,7,88,26264.84,298.4640909090909,193.3068181818182,-4.0,88.17428495054799,0.2159090909090909,0.0241509866772883,0.0,26264.84,0.0,0.0026453471267736,0.0280994650355067,0.0235141966824324,0.023984480616081,0.0338604432227026,0.0218682029146621,0.0,0.0,0.0,0.5218336431627503,0,6405.22,23079,2,Active Loyal Customers,0,0
14621.0,36,14,1970.52,140.75142857142856,75.21428571428571,1.0,4073.7692307692314,0.2142857142857142,0.0321691173513867,0.0,1970.52,0.0,0.0018993352146311,0.0094966760731559,0.0094966760731559,0.0,0.0,0.0,0.0151946817170495,0.0,0.0189933521463119,0.4340647393944347,0,785.45,22585,2,Active Loyal Customers,0,0
14543.0,17,45,9172.42,203.83155555555555,31.53333333333333,-6.0,218.7716701902748,0.2,0.2865761674883048,0.0,9172.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4733293016631443,0,51.13000000000001,72807A,2,Active Loyal Customers,0,0
15945.0,274,4,646.27,161.5675,86.25,0.0,12337.0,0.5,0.0,0.0,646.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2786312238930956,1,0.0,NONE,0,Seasonal Gift Shoppers,0,0
18037.0,63,15,167.42,11.161333333333332,2.466666666666667,-2.0,1267.565934065934,0.3333333333333333,0.0,0.0,167.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4170702158549017,1,0.0,NONE,2,Active Loyal Customers,0,0
15662.0,570,2,283.73,141.865,72.5,0.0,0.0,0.5,0.0,0.0,283.73,0.0,0.0,0.0,0.0,0.0,0.1103448199762193,0.0,0.0,0.0,0.0,0.0939170952678625,1,0.0,NONE,0,Seasonal Gift Shoppers,2,1
15380.0,50,9,2043.34,227.0377777777778,84.66666666666667,1.0,5320.785714285715,0.5555555555555556,0.02056555243489,0.0,2043.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4216925747360707,0,1091.9,22461,2,Active Loyal Customers,0,0
16422.0,8,133,51279.51,385.5602255639098,389.4511278195488,-6.0,30.455875549387,0.1804511278195488,0.0575852407012872,0.2105263157894736,51279.51,0.0,0.0,0.0,0.0,0.0278008378809968,0.0,0.0,0.0,0.0,0.0,0.5696719663572871,0,5559.5,20974,2,Active Loyal Customers,3,-1
13711.0,127,15,1472.96,98.19733333333332,51.53333333333333,-2.0,3454.5714285714284,0.2666666666666666,0.0288944719988131,0.0,1472.96,0.0310478650575955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3782661182342793,1,0.0,NONE,2,Active Loyal Customers,0,0
16150.0,26,16,2953.15,184.571875,100.6875,0.0,1347.857142857143,0.1875,0.0318509613470495,0.0,2953.15,0.0533829915991124,0.0012414649209095,0.0,0.0062073246045479,0.0,0.0198634387345534,0.0297951581018301,0.0024829298418191,0.0,0.0,0.4423252615032445,0,567.22,20866,2,Active Loyal Customers,0,0
13110.0,46,12,2388.44,199.03666666666663,53.083333333333336,1.0,2577.8545454545456,0.0833333333333333,0.0093312595749415,0.0,2388.44,0.139717423238345,0.0031397173761425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4266228892053578,0,446.43,22113,2,Active Loyal Customers,0,0
